token,tag,pos
کعبې,PRT,particle
حجر,X,other
اسود,X,other
ته,PRT,particle
لاس,PRON,pronoun
نه,PRT,particle
ور,X,other
وړي,NOUN,noun
.,PUNCT,punctuation
حاجیان,PUNCT,punctuation
به,PRT,particle
په,PRT,particle
ډلو,X,other
کې,PRT,particle
د,X,other
کعبې,X,other
طواف,X,other
کوي,VERB,verb
‌,X,other
او,CONJ,coordinating conjunction
په,PRT,particle
ډلو,X,other
کې,PRT,particle
به,PRT,particle
د,X,other
صفی,X,other
او,CONJ,coordinating conjunction
مروای,CONJ,coordinating conjunction
خو,CONJ,coordinating conjunction
ته,PRT,particle
ځي,PRON,pronoun
،‌,X,other
او,CONJ,coordinating conjunction
د,X,other
هرې,X,other
ډلې,X,other
له,PRT,particle
وتلو,VERB,verb
وروسته,X,other
به,PRT,particle
ټوله,PRT,particle
سیمه,ADJ,adjective
په,PRT,particle
مېکروب,X,other
ضد,ADV,adverb
مایع,ADJ,adjective
وینځل,X,other
کېږي,VERB,verb
.‌,X,other
د,X,other
شیطان,X,other
ویشتلو,NOUN,noun
لپاره,X,other
به,PRT,particle
حاجیانو,PRT,particle
ته,PRT,particle
په,PRT,particle
ځانګړو,X,other
پاکټونو,X,other
کې,PRT,particle
کوچنۍ,X,other
ډبرې,X,other
ورکول,X,other
کېږي,VERB,verb
،‌,X,other
او,CONJ,coordinating conjunction
دا,DET,determiner
ډبرې,X,other
به,PRT,particle
هم,ADP,adposition
وار,X,other
د,X,other
مخه,ADP,adposition
په,PRT,particle
مېکروب,X,other
ضد,ADV,adverb
مایع,ADJ,adjective
وینځل,X,other
شوې,VERB,verb
وي,X,other
.,PUNCT,punctuation
په,PRT,particle
عرفات,X,other
او,CONJ,coordinating conjunction
مزدلفې,CONJ,coordinating conjunction
کې,PRT,particle
به,PRT,particle
حاجیانو,PRT,particle
ته,PRT,particle
په,PRT,particle
پاکټونو,X,other
کې,PRT,particle
تیاره,X,other
پخه,X,other
شوې,VERB,verb
ډوډۍ,X,other
ورکول,NOUN,noun
کېږي,VERB,verb
،,PUNCT,punctuation
خو,CONJ,coordinating conjunction
د,X,other
یخو,X,other
اوبو,NOUN,noun
کانتینرې,X,other
به,PRT,particle
لېرې,PRT,particle
کېږي,VERB,verb
او,CONJ,coordinating conjunction
حاجیان,CONJ,coordinating conjunction
باید,X,other
ځان,NOUN,noun
سره,ADP,adposition
خپلې,X,other
ساده,X,other
او,CONJ,coordinating conjunction
یا,CONJ,coordinating conjunction
د,X,other
زمزم,X,other
اوبه,NOUN,noun
ولري,NOUN,noun
.‌,X,other
که,PRT,particle
کوم,VERB,verb
حاجي,X,other
‌,NOUN,noun
د,X,other
کوورنا,X,other
وېروس,NOUN,noun
علایم,X,other
ښکاري,X,other
‌,ADJ,adjective
کړي,VERB,verb
‌,X,other
نو,X,other
طبي,X,other
‌,ADJ,adjective
معاینه,X,other
به,PRT,particle
یې,ADP,adposition
کېږي,VERB,verb
،,PUNCT,punctuation
ځانګړی,X,other
استوګنځی,ADJ,adjective
به,PRT,particle
ورکول,PRT,particle
کېږي,VERB,verb
او,CONJ,coordinating conjunction
د,X,other
راتګ,X,other
راتګ,NOUN,noun
لپاره,X,other
به,PRT,particle
جلا,PRT,particle
اسانتیا,ADJ,adjective
ورته,X,other
برابرېږي,ADJ,adjective
،,PUNCT,punctuation
خو,CONJ,coordinating conjunction
که,PRT,particle
ډاکټرانو,X,other
اړینه,X,other
وبلله,NOUN,noun
نو,X,other
دا,DET,determiner
ناروغ,X,other
کس,NOUN,noun
د,X,other
حج,NOUN,noun
له,PRT,particle
مراسمو,NOUN,noun
منع,X,other
کولی,VERB,verb
هم,ADP,adposition
شي,VERB,verb
.‌,X,other
په,PRT,particle
سعودي,NOUN,proper noun
‌,X,other
عربستان,NOUN,proper noun
کې,PRT,particle
تر,ADP,adposition
دې,PRON,pronoun
دمه,PRT,particle
څه,NOUN,noun
باندې,X,other
دوه,NUM,numeral
لکه,NUM,numeral
کسان,NOUN,noun
په,PRT,particle
کورونا,NOUN,proper noun
وېروس,NOUN,noun
اخته,ADJ,adjective
شوي,VERB,verb
دي,VERB,verb
‌,VERB,VERB
او,CONJ,coordinating conjunction
شاوخوا,CONJ,coordinating conjunction
۱۹۰۰,X,other
کسان,NOUN,noun
ترې,X,other
مړه,NOUN,noun
شوي,VERB,verb
هم,ADP,adposition
دي,VERB,verb
.‌,VERB,VERB
افغان,NOUN,proper noun
چارواکي,NOUN,noun
:,PUNCT,punctuation
د,X,other
کورونا,NOUN,proper noun
واکسین,X,other
تر,ADP,adposition
جوړېدو,X,other
ماشومان,NOUN,noun
مه,X,other
زېږوئبل,X,other
لورته,X,other
ته,PRT,particle
د,X,other
افغانستان,NOUN,proper noun
د,X,other
عامې,X,other
روغتیا,NOUN,noun
وزارت,NOUN,noun
له,PRT,particle
کورنیو,X,other
،,PUNCT,punctuation
میندو,X,other
او,CONJ,coordinating conjunction
پلرونو,CONJ,coordinating conjunction
غوښتي,X,other
چې,PRT,particle
تر,ADP,adposition
څو,ADV,adverb
د,X,other
کورونا,NOUN,proper noun
وېروس,NOUN,noun
خپرېدل,X,other
کم,ADJ,adjective
شوي,VERB,verb
او,CONJ,coordinating conjunction
واکسین,CONJ,coordinating conjunction
يې,X,other
نه,PRT,particle
وي,X,other
جوړ,X,other
شوی,VERB,verb
،,PUNCT,punctuation
د,X,other
ماشومانو,NOUN,noun
په,PRT,particle
زېږولو,X,other
کې,PRT,particle
دې,PRON,pronoun
حوصله,PRON,pronoun
وکړي,VERB,verb
.,PUNCT,punctuation
دغه,DET,determiner
وزارت,NOUN,noun
هغو,PRON,pronoun
کورنیو,X,other
ته,PRT,particle
چې,PRT,particle
د,X,other
نوي,X,other
ماشوم,NUM,numeral
پلان,NOUN,noun
لري,VERB,verb
،,PUNCT,punctuation
لارښوونه,X,other
کړې,X,other
چې,PRT,particle
لږ,ADJ,adjective
تر,ADP,adposition
لږه,ADJ,adjective
دوه,NUM,numeral
راتلوونکي,NUM,numeral
کلونه,X,other
دې,PRON,pronoun
د,X,other
نوي,X,other
ماشوم,NUM,numeral
له,PRT,particle
راوړلو,X,other
ډډه,X,other
وکړي,VERB,verb
.,PUNCT,punctuation
د,X,other
افغانستان,NOUN,proper noun
د,X,other
عامې,X,other
روغتیا,NOUN,noun
وزارت,NOUN,noun
ویاند,NOUN,noun
اکمل,NOUN,noun
سمسور,X,other
نن,ADV,adverb
(,PUNCT,punctuation
۱۶,PUNCT,punctuation
چنګاښ,NOUN,noun
/,NOUN,noun
۶,NUM,numeral
جولايي,X,other
),PUNCT,punctuation
په,PRT,particle
کابل,NOUN,proper noun
کې,PRT,particle
په,PRT,particle
یوه,DET,determiner
خبري,ADJ,adjective
کنفرانس,NOUN,noun
کې,PRT,particle
وویل,VERB,verb
چې,PRT,particle
کورونا,NOUN,proper noun
وېروس,NOUN,noun
د,X,other
عادي,ADJ,adjective
ښځو,X,other
پرتله,NOUN,noun
مېندواره,NOUN,noun
مېرمنې,X,other
ډېرې,X,other
ځپي,X,other
نو,X,other
د,X,other
هغوی,PRON,pronoun
د,X,other
ژوندي,X,other
پاتې,X,other
کېدو,ADJ,adjective
په,PRT,particle
موخه,X,other
وزارت,NOUN,noun
دې,PRON,pronoun
سپارښتنې,PRON,pronoun
ته,PRT,particle
اړ,PRON,pronoun
شوی,VERB,verb
دی,VERB,verb
.,PUNCT,punctuation
"""",PUNCT,punctuation
هغه,PRON,pronoun
ښځې,NOUN,noun
چې,PRT,particle
میندواره,X,other
دي,VERB,verb
،,PUNCT,punctuation
د,X,other
هغو,PRON,pronoun
پرتله,NOUN,noun
ډېرې,NOUN,noun
زیان,NOUN,noun
ویني,X,other
چې,PRT,particle
میندوارې,X,other
نه,PRT,particle
دي,VERB,verb
.,PUNCT,punctuation
د,X,other
داسې,X,other
مېرمنو,X,other
ناروغي,X,other
ډېره,NOUN,noun
سختېږي,X,other
.,PUNCT,punctuation
که,PRT,particle
اوس,ADV,adverb
کومه,X,other
ښځه,X,other
حمل,NOUN,noun
اخلي,NOUN,noun
نو,X,other
خدای,X,other
مه,NOUN,noun
کړه,VERB,verb
له,PRT,particle
جدي,ADJ,adjective
مشکل,ADJ,adjective
سره,ADP,adposition
مخ,X,other
کېدلی,NOUN,noun
شي,VERB,verb
دغه,DET,determiner
وزارت,NOUN,noun
همدا,NOUN,noun
راز,PRON,pronoun
دې,PRON,pronoun
هدف,PRON,pronoun
ته,PRT,particle
رسېدو,PRON,pronoun
لپاره,X,other
دې,PRON,pronoun
میندو,PRON,pronoun
او,CONJ,coordinating conjunction
پلرونو,CONJ,coordinating conjunction
ته,PRT,particle
د,X,other
اولادونو,X,other
د,X,other
زېږون,X,other
ترمنځ,ADP,adposition
د,X,other
فاصلې,X,other
ساتلو,X,other
سپارښتنه,X,other
هم,ADP,adposition
کړې,X,other
.,PUNCT,punctuation
دا,DET,determiner
په,PRT,particle
داسې,X,other
حال,NOUN,noun
کې,PRT,particle
ده,VERB,verb
چې,PRT,particle
د,X,other
دغه,DET,determiner
وزارت,NOUN,noun
د,X,other
شمېرو,X,other
له,PRT,particle
مخې,X,other
په,PRT,particle
ټول,ADV,adverb
افغانستان,NOUN,proper noun
کې,PRT,particle
پر,PRT,particle
کورونا,NOUN,proper noun
وېروس,NOUN,noun
د,X,other
غونډو,X,other
اخته,ADJ,adjective
شویو,VERB,verb
کسانو,NOUN,noun
له,PRT,particle
ډلې,X,other
تر,ADP,adposition
۷۰,X,other
سلنه,ADJ,adjective
ډېر,ADJ,adjective
يې,X,other
نارینه,NOUN,noun
او,CONJ,coordinating conjunction
۲۸,CONJ,coordinating conjunction
سلنه,ADJ,adjective
يې,X,other
ښځې,NOUN,noun
دي,VERB,verb
.,PUNCT,punctuation
د,X,other
وزارت,NOUN,noun
په,PRT,particle
خبره,X,other
،,PUNCT,punctuation
تر,ADP,adposition
ډېره,X,other
پر,PRT,particle
کورونا,NOUN,proper noun
د,X,other
اخته,ADJ,adjective
شویو,VERB,verb
کسانو,NOUN,noun
عمرونه,X,other
له,PRT,particle
۲۱,X,other
تر,ADP,adposition
۳۰,X,other
کلنۍ,X,other
دي,VERB,verb
او,CONJ,coordinating conjunction
هغه,PRON,pronoun
کسان,NOUN,noun
تر,ADP,adposition
ټولو,ADV,adverb
کم,ADJ,adjective
له,PRT,particle
دې,PRON,pronoun
رنځه,PRON,pronoun
ځورېدلي,X,other
چې,PRT,particle
تر,ADP,adposition
شل,X,other
کلنۍ,ADJ,adjective
کم,ADJ,adjective
عمر,ADJ,adjective
لري,VERB,verb
.,PUNCT,punctuation
په,PRT,particle
افغانستان,NOUN,proper noun
کې,PRT,particle
تر,ADP,adposition
دې,PRON,pronoun
مهاله,PRON,pronoun
پر,PRT,particle
دغه,DET,determiner
وېروس,NOUN,noun
د,X,other
ټولو,ADV,adverb
اخته,ADJ,adjective
کسانو,NOUN,noun
شمېر,NOUN,noun
تر,ADP,adposition
۳۳,X,other
زرو,X,other
اوښتی,X,other
دی,VERB,verb
.,PUNCT,punctuation
۱۵,PUNCT,punctuation
چنګاښ,NOUN,noun
۱۳۹۹,NOUN,noun
-,PUNCT,punctuation
۵,PUNCT,punctuation
جولاې,X,other
۲۰۲۰افغان,X,other
حکومت,NOUN,noun
وايي,VERB,verb
،,PUNCT,punctuation
د,X,other
هغو,PRON,pronoun
پنځه,NUM,numeral
زره,NUM,numeral
طالبان,NOUN,proper noun
زندانیانو,X,other
له,PRT,particle
ډلې,X,other
چې,PRT,particle
ټاکل,X,other
شوې,VERB,verb
ده,VERB,verb
د,X,other
امریکا,NOUN,proper noun
او,CONJ,coordinating conjunction
طالبانو,NOUN,proper noun
ترمنځ,ADP,adposition
د,X,other
هوکړې,X,other
له,PRT,particle
مخې,X,other
خوشي,X,other
شي,VERB,verb
،,PUNCT,punctuation
نږدې,X,other
شپږ,X,other
سوه,X,other
زندانیان,NOUN,noun
نه,PRT,particle
خوشي,X,other
کوي,VERB,verb
.,PUNCT,punctuation
د,X,other
افغانستان,NOUN,proper noun
د,X,other
زندانونو,X,other
چارو,X,other
د,X,other
تنظیم,X,other
ادارې,NOUN,noun
مشر,NOUN,noun
دغه,DET,determiner
خبرې,PRON,pronoun
د,X,other
پارلمان,X,other
دفاعي,NOUN,noun
او,CONJ,coordinating conjunction
امنیتي,ADJ,adjective
کمېسیون,X,other
ته,PRT,particle
کړې,PRON,pronoun
دي,VERB,verb
.,PUNCT,punctuation
دا,DET,determiner
په,PRT,particle
داسې,X,other
حال,NOUN,noun
کې,PRT,particle
ده,VERB,verb
چې,PRT,particle
د,X,other
بین,X,other
الافغاني,ADJ,adjective
خبرو,X,other
د,X,other
پيل,X,other
لپاره,X,other
د,X,other
پوره,X,other
۵۰۰۰,ADJ,adjective
طالب,NOUN,proper noun
زندانیانو,NOUN,noun
او,CONJ,coordinating conjunction
د,X,other
طالبانو,NOUN,proper noun
له,PRT,particle
لورې,X,other
د,X,other
۱۰۰۰,X,other
تنه,X,other
حکومتي,NOUN,noun
زندانیانو,ADJ,adjective
خوشي,X,other
کول,ADJ,adjective
د,X,other
یوه,DET,determiner
شرط,NOUN,noun
په,PRT,particle
توګه,X,other
وړاندې,ADP,adposition
شوي,VERB,verb
دي,VERB,verb
.,PUNCT,punctuation
د,X,other
افغانستان,NOUN,proper noun
د,X,other
زندانونو,X,other
چارو,X,other
د,X,other
تنظیم,X,other
ادارې,NOUN,noun
ویاند,X,other
فرهاد,NOUN,noun
بایاني,X,other
بي,X,other
بي,X,other
سي,X,other
ته,PRT,particle
وویل,VERB,verb
،,PUNCT,punctuation
چې,PRT,particle
د,X,other
۵۹۷,X,other
طالب,NOUN,proper noun
بندیانو,NOUN,noun
د,X,other
نه,PRT,particle
خوشي,X,other
کولو,ADJ,adjective
پرېکړه,X,other
د,X,other
زندانونو,X,other
چارو,X,other
د,X,other
تنظیم,X,other
ادارې,NOUN,noun
مشر,NOUN,noun
احمد,ADJ,adjective
راشد,X,other
طوطاخېل,X,other
د,X,other
ولسي,X,other
جرګې,X,other
امنيتي,X,other
او,CONJ,coordinating conjunction
دفاعي,CONJ,coordinating conjunction
کمېسیون,ADJ,adjective
ته,PRT,particle
واوروله,PRON,pronoun
.,PUNCT,punctuation
خو,CONJ,coordinating conjunction
د,X,other
زندانونو,X,other
چارو,X,other
د,X,other
تنظیم,X,other
ادارې,NOUN,noun
مشر,NOUN,noun
احمد,ADJ,adjective
راشد,X,other
طوطاخېل,X,other
یوې,X,other
سیمه,DET,determiner
ییزې,X,other
رسنۍ,X,other
ته,PRT,particle
ویلي,VERB,verb
چې,PRT,particle
دوی,X,other
ته,PRT,particle
د,X,other
طالبانو,NOUN,proper noun
لخوا,X,other
د,X,other
زندانیانو,X,other
په,PRT,particle
استول,X,other
شوي,VERB,verb
نوملړ,X,other
کې,PRT,particle
د,X,other
داسې,X,other
کسانو,NOUN,noun
نومونه,X,other
هم,ADP,adposition
شته,X,other
چې,PRT,particle
په,PRT,particle
جنايي,X,other
او,CONJ,coordinating conjunction
اخلاقي,CONJ,coordinating conjunction
جرمونو,ADJ,adjective
کې,PRT,particle
لاس,X,other
لري,VERB,verb
.,PUNCT,punctuation
ښاغلي,NOUN,noun
طوطاخېل,X,other
زیاته,ADV,adverb
کړې,X,other
چې,PRT,particle
د,X,other
دغو,X,other
زندانیانو,X,other
ازادولو,X,other
ته,PRT,particle
قانون,NOUN,noun
اجازه,NOUN,noun
نه,PRT,particle
ورکوي,VERB,verb
.,PUNCT,punctuation
د,X,other
طالبانو,NOUN,proper noun
غبرګون,X,other
:,PUNCT,punctuation
افغان,NOUN,proper noun
حکومت,NOUN,noun
پلمې,NOUN,noun
جوړويد,X,other
افغان,NOUN,proper noun
چارواکو,NOUN,proper noun
د,X,other
دې,PRON,pronoun
اعلان,NOUN,noun
په,PRT,particle
غبرګون,X,other
کې,PRT,particle
د,X,other
وسلوالو,X,other
طالبانو,NOUN,proper noun
ویاند,X,other
ذبیح,NOUN,noun
الله,NOUN,proper noun
مجاهد,NOUN,proper noun
بي,ADJ,adjective
بي,X,other
سي,X,other
ته,PRT,particle
وویل,VERB,verb
،,PUNCT,punctuation
حکومت,NOUN,noun
له,PRT,particle
تېرو,X,other
څلورو,X,other
میاشتو,X,other
راهیسې,X,other
د,X,other
بندیانو,X,other
د,X,other
خلاصون,X,other
په,PRT,particle
لاره,X,other
کې,PRT,particle
پلمې,X,other
جوړوي,X,other
.,PUNCT,punctuation
نوموړی,PUNCT,punctuation
وایي,ADJ,adjective
،,PUNCT,punctuation
د,X,other
بندیانو,X,other
د,X,other
خلاصون,X,other
لپاره,X,other
د,X,other
دوحې,X,other
تړون,X,other
معیار,X,other
دی,VERB,verb
او,CONJ,coordinating conjunction
تر,ADP,adposition
هغې,PRON,pronoun
چې,PRT,particle
ټول,ADV,adverb
بندیان,X,other
خوشي,X,other
شوي,VERB,verb
نه,PRT,particle
وي,X,other
،,PUNCT,punctuation
بین,X,other
الافغاني,ADJ,adjective
مذاکرات,X,other
نه,PRT,particle
پیلېږي,X,other
او,CONJ,coordinating conjunction
دا,DET,determiner
چاره,X,other
د,X,other
جګړې,X,other
د,X,other
دوام,X,other
لامل,NOUN,noun
کېږي,VERB,verb
.,PUNCT,punctuation
په,PRT,particle
قطر,NOUN,proper noun
کې,PRT,particle
د,X,other
طالبانو,NOUN,proper noun
او,CONJ,coordinating conjunction
امریکا,NOUN,proper noun
ترمنځ,ADP,adposition
په,PRT,particle
لاسلیک,X,other
شوې,VERB,verb
هوکړه,X,other
کې,PRT,particle
د,X,other
۵۰۰۰,X,other
طالب,NOUN,proper noun
زندانیانو,NOUN,noun
او,CONJ,coordinating conjunction
د,X,other
دغې,X,other
ډلې,DET,determiner
له,PRT,particle
لوري,X,other
د,X,other
۱۰۰۰,X,other
تنه,X,other
امنیتي,ADJ,adjective
سرتېرو,X,other
د,X,other
ازادولو,X,other
یادونه,X,other
شوې,VERB,verb
ده,VERB,verb
.,PUNCT,punctuation
د,X,other
دغې,X,other
هوکړې,DET,determiner
له,PRT,particle
لاسلیک,X,other
کېدو,X,other
څه,X,other
باندې,X,other
څلور,X,other
میاشتې,NOUN,noun
تېرې,X,other
شوې,VERB,verb
دي,VERB,verb
او,CONJ,coordinating conjunction
په,PRT,particle
دغه,DET,determiner
موده,PRON,pronoun
کې,PRT,particle
د,X,other
افغان,NOUN,proper noun
حکومت,NOUN,noun
له,PRT,particle
لوري,X,other
شاوخوا,X,other
۴,X,other
زره,X,other
طالب,NOUN,proper noun
زندانیان,NOUN,noun
خوشي,X,other
شوي,VERB,verb
،,PUNCT,punctuation
او,CONJ,coordinating conjunction
په,PRT,particle
بدل,X,other
کې,PRT,particle
طالبانو,NOUN,proper noun
هم,ADP,adposition
د,X,other
نږدې,X,other
۷۵۰,X,other
امنیتي,ADJ,adjective
سرتېري,X,other
له,PRT,particle
خپلو,ADJ,adjective
زندانونو,X,other
ازاد,X,other
کړي,VERB,verb
دي,VERB,verb
.,PUNCT,punctuation
طالبانو,NOUN,proper noun
د,X,other
بین,X,other
الافغاني,ADJ,adjective
خبرو,X,other
د,X,other
پیل,NOUN,noun
لپاره,X,other
د,X,other
دوحې,X,other
هوکړې,X,other
سره,ADP,adposition
سم,X,other
د,X,other
ټولو,ADV,adverb
زندانیانو,X,other
پر,PRT,particle
خلاصون,X,other
ټینګار,NOUN,noun
کړی,VERB,verb
او,CONJ,coordinating conjunction
ویلي,VERB,verb
یې,ADP,adposition
دي,VERB,verb
چې,PRT,particle
د,X,other
۵۰۰۰,X,other
طالب,NOUN,proper noun
زندانیانو,NOUN,noun
له,PRT,particle
خوشي,X,other
کېدو,ADJ,adjective
وړاندې,ADP,adposition
د,X,other
خبرو,X,other
بل,CONJ,coordinating conjunction
پړاو,ADJ,adjective
نه,PRT,particle
پیلوي,X,other
.,PUNCT,punctuation
ها,PUNCT,punctuation
خوا,X,other
د,X,other
ولسمشرۍ,X,other
ماڼۍ,X,other
ویاند,NOUN,noun
صدیق,NOUN,noun
صدیقي,NOUN,noun
پر,PRT,particle
خپله,X,other
ټویټر,X,other
پاڼه,X,other
لیکلي,X,other
چې,PRT,particle
طالبان,NOUN,proper noun
باید,X,other
له,PRT,particle
دغې,X,other
ډلې,DET,determiner
سره,ADP,adposition
ټول,ADV,adverb
زنداني,X,other
امنیتي,ADJ,adjective
سرتېري,X,other
خوشي,X,other
کړي,VERB,verb
او,CONJ,coordinating conjunction
دا,DET,determiner
یې,ADP,adposition
د,X,other
زندانیانو,X,other
د,X,other
خلاصون,X,other
پروسې,X,other
مهم,X,other
اصل,ADJ,adjective
بللی,NOUN,noun
دی,VERB,verb
.,PUNCT,punctuation
۱۵,PUNCT,punctuation
چنګاښ,NOUN,noun
۱۳۹۹,NOUN,noun
-,PUNCT,punctuation
۵,PUNCT,punctuation
جولاې,X,other
۲۰۲۰په,X,other
کابل,NOUN,proper noun
کې,PRT,particle
د,X,other
سعودي,NOUN,proper noun
عربستان,NOUN,proper noun
سفیر,NOUN,noun
ویلي,VERB,verb
،,PUNCT,punctuation
هېواد,X,other
به,PRT,particle
یې,ADP,adposition
په,PRT,particle
افغانستان,NOUN,proper noun
کې,PRT,particle
یو,DET,determiner
روغتون,NOUN,noun
او,CONJ,coordinating conjunction
سل,CONJ,coordinating conjunction
ښوونځي,NOUN,noun
جوړوي,X,other
،,PUNCT,punctuation
او,CONJ,coordinating conjunction
پر,PRT,particle
۳۵,X,other
